timestamp,production_type_name,production_value
2024-10-15 15:45:00,Geothermal,15.4
2024-10-15 15:30:00,Hydro water reservoir,529.4
2024-10-15 15:45:00,Hydro water reservoir,491.5
2024-10-15 15:30:00,Hydro pumped storage,5087.8
2024-10-15 15:45:00,Hydro pumped storage,5316.1
2024-10-15 15:30:00,Others,187.1
2024-10-15 15:45:00,Others,187.1
2024-10-15 15:30:00,Waste,1199.6
2024-10-15 15:45:00,Waste,1203.1
2024-10-15 15:30:00,Wind offshore,4748.2
2024-10-15 15:45:00,Wind offshore,4937.1
2024-10-15 15:30:00,Wind onshore,7854.1
2024-10-15 15:45:00,Wind onshore,8515.9
2024-10-15 15:30:00,Solar,1936.8
2024-10-15 15:45:00,Solar,946.9
2024-10-15 15:30:00,Load,59760.0
2024-10-15 15:45:00,Load,59818.6
2024-10-15 15:30:00,Residual load,45220.8
2024-10-15 15:45:00,Residual load,45418.6
2024-10-15 15:30:00,Renewable share of generation,45.2
2024-10-15 15:45:00,Renewable share of generation,44.7
2024-10-15 15:30:00,Renewable share of load,39.1
2024-10-15 15:45:00,Renewable share of load,38.8
2024-10-15 15:45:00,Hydro pumped storage consumption,-4.1
2024-10-15 16:00:00,Hydro pumped storage consumption,-3.7
2024-10-15 15:45:00,Cross border electricity trading,6739.6
2024-10-15 16:00:00,Cross border electricity trading,5941.0
2024-10-15 15:45:00,Hydro Run-of-River,2581.1
2024-10-15 16:00:00,Hydro Run-of-River,2577.3
2024-10-15 15:45:00,Biomass,5165.6
2024-10-15 16:00:00,Biomass,5177.8
2024-10-15 15:45:00,Fossil brown coal / lignite,11627.2
2024-10-15 16:00:00,Fossil brown coal / lignite,11616.9
2024-10-15 15:45:00,Fossil hard coal,5026.9
2024-10-15 16:00:00,Fossil hard coal,4969.4
2024-10-15 15:45:00,Fossil oil,294.9
2024-10-15 16:00:00,Fossil oil,415.4
2024-10-15 15:45:00,Fossil gas,5595.6
2024-10-15 16:00:00,Fossil gas,5921.1
2024-10-15 15:45:00,Geothermal,15.4
2024-10-15 16:00:00,Geothermal,15.4
2024-10-15 15:45:00,Hydro water reservoir,491.5
2024-10-15 16:00:00,Hydro water reservoir,394.3
2024-10-15 15:45:00,Hydro pumped storage,5316.1
2024-10-15 16:00:00,Hydro pumped storage,5363.4
2024-10-15 15:45:00,Others,187.1
2024-10-15 16:00:00,Others,187.0
2024-10-15 15:45:00,Waste,1203.1
2024-10-15 16:00:00,Waste,1202.5
2024-10-15 15:45:00,Wind offshore,4937.1
2024-10-15 16:00:00,Wind offshore,5090.1
2024-10-15 15:45:00,Wind onshore,8515.9
2024-10-15 16:00:00,Wind onshore,9639.7
2024-10-15 15:45:00,Solar,946.9
2024-10-15 16:00:00,Solar,313.5
2024-10-15 15:45:00,Load,59818.6
2024-10-15 16:00:00,Load,59833.7
2024-10-15 15:45:00,Residual load,45418.6
2024-10-15 16:00:00,Residual load,44790.4
2024-10-15 15:45:00,Renewable share of generation,44.7
2024-10-15 16:00:00,Renewable share of generation,45.0
2024-10-15 15:45:00,Renewable share of load,38.8
2024-10-15 16:00:00,Renewable share of load,39.7
2024-10-15 16:00:00,Hydro pumped storage consumption,-3.7
2024-10-15 16:15:00,Hydro pumped storage consumption,-3.5
2024-10-15 16:00:00,Cross border electricity trading,5941.0
2024-10-15 16:15:00,Cross border electricity trading,5589.0
2024-10-15 16:00:00,Hydro Run-of-River,2577.3
2024-10-15 16:15:00,Hydro Run-of-River,2577.3
2024-10-15 16:00:00,Biomass,5177.8
2024-10-15 16:15:00,Biomass,5185.9
2024-10-15 16:00:00,Fossil brown coal / lignite,11616.9
2024-10-15 16:15:00,Fossil brown coal / lignite,11584.3
2024-10-15 16:00:00,Fossil hard coal,4969.4
2024-10-15 16:15:00,Fossil hard coal,4885.0
2024-10-15 16:00:00,Fossil oil,415.4
2024-10-15 16:15:00,Fossil oil,417.3
2024-10-15 16:00:00,Fossil gas,5921.1
2024-10-15 16:15:00,Fossil gas,6185.6
2024-10-15 16:00:00,Geothermal,15.4
2024-10-15 16:15:00,Geothermal,15.4
2024-10-15 16:00:00,Hydro water reservoir,394.3
2024-10-15 16:15:00,Hydro water reservoir,363.6
2024-10-15 16:00:00,Hydro pumped storage,5363.4
2024-10-15 16:15:00,Hydro pumped storage,5214.3
2024-10-15 16:00:00,Others,187.0
2024-10-15 16:15:00,Others,187.0
2024-10-15 16:00:00,Waste,1202.5
2024-10-15 16:15:00,Waste,1201.6
2024-10-15 16:00:00,Wind offshore,5090.1
2024-10-15 16:15:00,Wind offshore,5311.1
2024-10-15 16:00:00,Wind onshore,9639.7
2024-10-15 16:15:00,Wind onshore,10865.5
2024-10-15 16:00:00,Solar,313.5
2024-10-15 16:15:00,Solar,54.3
2024-10-15 16:00:00,Load,59833.7
2024-10-15 16:15:00,Load,59989.9
2024-10-15 16:00:00,Residual load,44790.4
2024-10-15 16:15:00,Residual load,43759.0
2024-10-15 16:00:00,Renewable share of generation,45.0
2024-10-15 16:15:00,Renewable share of generation,46.1
2024-10-15 16:00:00,Renewable share of load,39.7
2024-10-15 16:15:00,Renewable share of load,41.6
2024-10-15 16:15:00,Hydro pumped storage consumption,-3.5
2024-10-15 16:30:00,Hydro pumped storage consumption,-3.4
2024-10-15 16:15:00,Cross border electricity trading,5589.0
2024-10-15 16:30:00,Cross border electricity trading,5501.5
2024-10-15 16:15:00,Hydro Run-of-River,2577.3
2024-10-15 16:30:00,Hydro Run-of-River,2580.4
2024-10-15 16:15:00,Biomass,5185.9
2024-10-15 16:30:00,Biomass,5174.7
2024-10-15 16:15:00,Fossil brown coal / lignite,11584.3
2024-10-15 16:30:00,Fossil brown coal / lignite,11620.6
2024-10-15 16:15:00,Fossil hard coal,4885.0
2024-10-15 16:30:00,Fossil hard coal,4854.1
2024-10-15 16:15:00,Fossil oil,417.3
2024-10-15 16:30:00,Fossil oil,378.0
2024-10-15 16:15:00,Fossil gas,6185.6
2024-10-15 16:30:00,Fossil gas,6155.5
2024-10-15 16:15:00,Geothermal,15.4
2024-10-15 16:30:00,Geothermal,15.4
2024-10-15 16:15:00,Hydro water reservoir,363.6
2024-10-15 16:30:00,Hydro water reservoir,440.3
2024-10-15 16:15:00,Hydro pumped storage,5214.3
2024-10-15 16:30:00,Hydro pumped storage,5297.7
2024-10-15 16:15:00,Others,187.0
2024-10-15 16:30:00,Others,187.0
2024-10-15 16:15:00,Waste,1201.6
2024-10-15 16:30:00,Waste,1205.3
2024-10-15 16:15:00,Wind offshore,5311.1
2024-10-15 16:30:00,Wind offshore,5010.9
2024-10-15 16:15:00,Wind onshore,10865.5
2024-10-15 16:30:00,Wind onshore,12023.5
2024-10-15 16:15:00,Solar,54.3
2024-10-15 16:30:00,Solar,4.3
2024-10-15 16:15:00,Load,59989.9
2024-10-15 16:30:00,Load,61015.3
2024-10-15 16:15:00,Residual load,43759.0
2024-10-15 16:30:00,Residual load,43976.6
2024-10-15 16:15:00,Renewable share of generation,46.1
2024-10-15 16:30:00,Renewable share of generation,47.0
2024-10-15 16:15:00,Renewable share of load,41.6
2024-10-15 16:30:00,Renewable share of load,42.3
2024-10-15 16:30:00,Hydro pumped storage consumption,-3.4
2024-10-15 16:45:00,Hydro pumped storage consumption,-5.1
2024-10-15 16:30:00,Cross border electricity trading,5501.5
2024-10-15 16:45:00,Cross border electricity trading,5534.3
2024-10-15 16:30:00,Hydro Run-of-River,2580.4
2024-10-15 16:45:00,Hydro Run-of-River,2580.0
2024-10-15 16:30:00,Biomass,5174.7
2024-10-15 16:45:00,Biomass,5141.0
2024-10-15 16:30:00,Fossil brown coal / lignite,11620.6
2024-10-15 16:45:00,Fossil brown coal / lignite,11559.9
2024-10-15 16:30:00,Fossil hard coal,4854.1
2024-10-15 16:45:00,Fossil hard coal,4728.2
2024-10-15 16:30:00,Fossil oil,378.0
2024-10-15 16:45:00,Fossil oil,239.3
2024-10-15 16:30:00,Fossil gas,6155.5
2024-10-15 16:45:00,Fossil gas,6164.2
2024-10-15 16:30:00,Geothermal,15.4
2024-10-15 16:45:00,Geothermal,15.4
2024-10-15 16:30:00,Hydro water reservoir,440.3
2024-10-15 16:45:00,Hydro water reservoir,436.5
2024-10-15 16:30:00,Hydro pumped storage,5297.7
2024-10-15 16:45:00,Hydro pumped storage,4206.8
2024-10-15 16:30:00,Others,187.0
2024-10-15 16:45:00,Others,186.9
2024-10-15 16:30:00,Waste,1205.3
2024-10-15 16:45:00,Waste,1199.4
2024-10-15 16:30:00,Wind offshore,5010.9
2024-10-15 16:45:00,Wind offshore,5145.1
2024-10-15 16:30:00,Wind onshore,12023.5
2024-10-15 16:45:00,Wind onshore,13193.2
2024-10-15 16:30:00,Solar,4.3
2024-10-15 16:45:00,Solar,0.5
2024-10-15 16:30:00,Load,61015.3
2024-10-15 16:45:00,Load,62220.6
2024-10-15 16:30:00,Residual load,43976.6
2024-10-15 16:45:00,Residual load,43881.9
2024-10-15 16:30:00,Renewable share of generation,47.0
2024-10-15 16:45:00,Renewable share of generation,49.4
2024-10-15 16:30:00,Renewable share of load,42.3
2024-10-15 16:45:00,Renewable share of load,43.5
2024-10-15 16:45:00,Hydro pumped storage consumption,-5.1
2024-10-15 17:00:00,Hydro pumped storage consumption,-13.0
2024-10-15 16:45:00,Cross border electricity trading,5534.3
2024-10-15 17:00:00,Cross border electricity trading,4898.2
2024-10-15 16:45:00,Hydro Run-of-River,2580.0
2024-10-15 17:00:00,Hydro Run-of-River,2579.2
2024-10-15 16:45:00,Biomass,5141.0
2024-10-15 17:00:00,Biomass,5136.4
2024-10-15 16:45:00,Fossil brown coal / lignite,11559.9
2024-10-15 17:00:00,Fossil brown coal / lignite,11599.4
2024-10-15 16:45:00,Fossil hard coal,4728.2
2024-10-15 17:00:00,Fossil hard coal,4590.6
2024-10-15 16:45:00,Fossil oil,239.3
2024-10-15 17:00:00,Fossil oil,237.3
2024-10-15 16:45:00,Fossil gas,6164.2
2024-10-15 17:00:00,Fossil gas,6324.6
2024-10-15 16:45:00,Geothermal,15.4
2024-10-15 17:00:00,Geothermal,15.4
2024-10-15 16:45:00,Hydro water reservoir,436.5
2024-10-15 17:00:00,Hydro water reservoir,480.5
2024-10-15 16:45:00,Hydro pumped storage,4206.8
2024-10-15 17:00:00,Hydro pumped storage,3099.0
2024-10-15 16:45:00,Others,186.9
2024-10-15 17:00:00,Others,187.0
2024-10-15 16:45:00,Waste,1199.4
2024-10-15 17:00:00,Waste,1200.4
2024-10-15 16:45:00,Wind offshore,5145.1
2024-10-15 17:00:00,Wind offshore,5291.8
2024-10-15 16:45:00,Wind onshore,13193.2
2024-10-15 17:00:00,Wind onshore,14447.6
2024-10-15 16:45:00,Solar,0.5
2024-10-15 17:00:00,Solar,0.0
2024-10-15 16:45:00,Load,62220.6
2024-10-15 17:00:00,Load,62658.1
2024-10-15 16:45:00,Residual load,43881.9
2024-10-15 17:00:00,Residual load,42918.8
2024-10-15 16:45:00,Renewable share of generation,49.4
2024-10-15 17:00:00,Renewable share of generation,51.7
2024-10-15 16:45:00,Renewable share of load,43.5
2024-10-15 17:00:00,Renewable share of load,45.5
2024-10-15 17:00:00,Hydro pumped storage consumption,-13.0
2024-10-15 17:15:00,Hydro pumped storage consumption,-12.6
2024-10-15 17:00:00,Cross border electricity trading,4898.2
2024-10-15 17:15:00,Cross border electricity trading,4879.0
2024-10-15 17:00:00,Hydro Run-of-River,2579.2
2024-10-15 17:15:00,Hydro Run-of-River,2580.2
2024-10-15 17:00:00,Biomass,5136.4
2024-10-15 17:15:00,Biomass,5127.6
2024-10-15 17:00:00,Fossil brown coal / lignite,11599.4
2024-10-15 17:15:00,Fossil brown coal / lignite,11519.2
2024-10-15 17:00:00,Fossil hard coal,4590.6
2024-10-15 17:15:00,Fossil hard coal,4208.1
2024-10-15 17:00:00,Fossil oil,237.3
2024-10-15 17:15:00,Fossil oil,237.3
2024-10-15 17:00:00,Fossil gas,6324.6
2024-10-15 17:15:00,Fossil gas,6557.8
2024-10-15 17:00:00,Geothermal,15.4
2024-10-15 17:15:00,Geothermal,15.4
2024-10-15 17:00:00,Hydro water reservoir,480.5
2024-10-15 17:15:00,Hydro water reservoir,403.6
2024-10-15 17:00:00,Hydro pumped storage,3099.0
2024-10-15 17:15:00,Hydro pumped storage,2495.9
2024-10-15 17:00:00,Others,187.0
2024-10-15 17:15:00,Others,187.1
2024-10-15 17:00:00,Waste,1200.4
2024-10-15 17:15:00,Waste,1183.2
2024-10-15 17:00:00,Wind offshore,5291.8
2024-10-15 17:15:00,Wind offshore,5494.1
2024-10-15 17:00:00,Wind onshore,14447.6
2024-10-15 17:15:00,Wind onshore,15826.2
2024-10-15 17:00:00,Solar,0.0
2024-10-15 17:15:00,Solar,0.0
2024-10-15 17:00:00,Load,62658.1
2024-10-15 17:15:00,Load,61967.8
2024-10-15 17:00:00,Residual load,42918.8
2024-10-15 17:15:00,Residual load,40647.5
2024-10-15 17:00:00,Renewable share of generation,51.7
2024-10-15 17:15:00,Renewable share of generation,53.7
2024-10-15 17:00:00,Renewable share of load,45.5
2024-10-15 17:15:00,Renewable share of load,48.4
2024-10-15 17:15:00,Hydro pumped storage consumption,-12.6
2024-10-15 17:30:00,Hydro pumped storage consumption,-13.3
2024-10-15 17:15:00,Cross border electricity trading,4879.0
2024-10-15 17:30:00,Cross border electricity trading,4578.1
2024-10-15 17:15:00,Hydro Run-of-River,2580.2
2024-10-15 17:30:00,Hydro Run-of-River,2582.0
2024-10-15 17:15:00,Biomass,5127.6
2024-10-15 17:30:00,Biomass,5110.7
2024-10-15 17:15:00,Fossil brown coal / lignite,11519.2
2024-10-15 17:30:00,Fossil brown coal / lignite,11501.4
2024-10-15 17:15:00,Fossil hard coal,4208.1
2024-10-15 17:30:00,Fossil hard coal,3858.3
2024-10-15 17:15:00,Fossil oil,237.3
2024-10-15 17:30:00,Fossil oil,237.3
2024-10-15 17:15:00,Fossil gas,6557.8
2024-10-15 17:30:00,Fossil gas,6452.3
2024-10-15 17:15:00,Geothermal,15.4
2024-10-15 17:30:00,Geothermal,15.4
2024-10-15 17:15:00,Hydro water reservoir,403.6
2024-10-15 17:30:00,Hydro water reservoir,327.8
2024-10-15 17:15:00,Hydro pumped storage,2495.9
2024-10-15 17:30:00,Hydro pumped storage,2045.3
2024-10-15 17:15:00,Others,187.1
2024-10-15 17:30:00,Others,187.1
2024-10-15 17:15:00,Waste,1183.2
2024-10-15 17:30:00,Waste,1168.7
2024-10-15 17:15:00,Wind offshore,5494.1
2024-10-15 17:30:00,Wind offshore,5682.7
2024-10-15 17:15:00,Wind onshore,15826.2
2024-10-15 17:30:00,Wind onshore,17192.0
2024-10-15 17:15:00,Solar,0.0
2024-10-15 17:30:00,Solar,0.0
2024-10-15 17:15:00,Load,61967.8
2024-10-15 17:30:00,Load,61970.1
2024-10-15 17:15:00,Residual load,40647.5
2024-10-15 17:30:00,Residual load,39095.4
2024-10-15 17:15:00,Renewable share of generation,53.7
2024-10-15 17:30:00,Renewable share of generation,55.8
2024-10-15 17:15:00,Renewable share of load,48.4
2024-10-15 17:30:00,Renewable share of load,50.8
2024-10-15 17:30:00,Hydro pumped storage consumption,-13.3
2024-10-15 17:45:00,Hydro pumped storage consumption,-12.4
2024-10-15 17:30:00,Cross border electricity trading,4578.1
2024-10-15 17:45:00,Cross border electricity trading,4665.2
2024-10-15 17:30:00,Hydro Run-of-River,2582.0
2024-10-15 17:45:00,Hydro Run-of-River,2585.3
2024-10-15 17:30:00,Biomass,5110.7
2024-10-15 17:45:00,Biomass,5057.6
2024-10-15 17:30:00,Fossil brown coal / lignite,11501.4
2024-10-15 17:45:00,Fossil brown coal / lignite,11447.0
2024-10-15 17:30:00,Fossil hard coal,3858.3
2024-10-15 17:45:00,Fossil hard coal,3539.2
2024-10-15 17:30:00,Fossil oil,237.3
2024-10-15 17:45:00,Fossil oil,237.3
2024-10-15 17:30:00,Fossil gas,6452.3
2024-10-15 17:45:00,Fossil gas,6297.5
2024-10-15 17:30:00,Geothermal,15.4
2024-10-15 17:45:00,Geothermal,15.4
2024-10-15 17:30:00,Hydro water reservoir,327.8
2024-10-15 17:45:00,Hydro water reservoir,245.9
2024-10-15 17:30:00,Hydro pumped storage,2045.3
2024-10-15 17:45:00,Hydro pumped storage,1415.9
2024-10-15 17:30:00,Others,187.1
2024-10-15 17:45:00,Others,187.1
2024-10-15 17:30:00,Waste,1168.7
2024-10-15 17:45:00,Waste,1175.7
2024-10-15 17:30:00,Wind offshore,5682.7
2024-10-15 17:45:00,Wind offshore,5508.8
2024-10-15 17:30:00,Wind onshore,17192.0
2024-10-15 17:45:00,Wind onshore,18050.1
2024-10-15 17:30:00,Solar,0.0
2024-10-15 17:45:00,Solar,0.0
2024-10-15 17:30:00,Load,61970.1
2024-10-15 17:45:00,Load,61643.7
2024-10-15 17:30:00,Residual load,39095.4
2024-10-15 17:45:00,Residual load,38084.8
2024-10-15 17:30:00,Renewable share of generation,55.8
2024-10-15 17:45:00,Renewable share of generation,57.4
2024-10-15 17:30:00,Renewable share of load,50.8
2024-10-15 17:45:00,Renewable share of load,51.9
2024-10-15 17:45:00,Hydro pumped storage consumption,-12.4
2024-10-15 18:00:00,Hydro pumped storage consumption,-39.4
2024-10-15 17:45:00,Cross border electricity trading,4665.2
2024-10-15 18:00:00,Cross border electricity trading,1551.4
2024-10-15 17:45:00,Hydro Run-of-River,2585.3
2024-10-15 18:00:00,Hydro Run-of-River,2586.4
2024-10-15 17:45:00,Biomass,5057.6
2024-10-15 18:00:00,Biomass,5045.9
2024-10-15 17:45:00,Fossil brown coal / lignite,11447.0
2024-10-15 18:00:00,Fossil brown coal / lignite,11214.3
2024-10-15 17:45:00,Fossil hard coal,3539.2
2024-10-15 18:00:00,Fossil hard coal,3137.6
2024-10-15 17:45:00,Fossil oil,237.3
2024-10-15 18:00:00,Fossil oil,237.3
2024-10-15 17:45:00,Fossil gas,6297.5
2024-10-15 18:00:00,Fossil gas,5935.0
2024-10-15 17:45:00,Geothermal,15.4
2024-10-15 18:00:00,Geothermal,15.4
2024-10-15 17:45:00,Hydro water reservoir,245.9
2024-10-15 18:00:00,Hydro water reservoir,311.8
2024-10-15 17:45:00,Hydro pumped storage,1415.9
2024-10-15 18:00:00,Hydro pumped storage,1958.4
2024-10-15 17:45:00,Others,187.1
2024-10-15 18:00:00,Others,187.0
2024-10-15 17:45:00,Waste,1175.7
2024-10-15 18:00:00,Waste,1170.0
2024-10-15 17:45:00,Wind offshore,5508.8
2024-10-15 18:00:00,Wind offshore,5168.2
2024-10-15 17:45:00,Wind onshore,18050.1
2024-10-15 18:00:00,Wind onshore,18803.2
2024-10-15 17:45:00,Solar,0.0
2024-10-15 18:00:00,Solar,0.0
2024-10-15 17:45:00,Load,61643.7
2024-10-15 18:00:00,Load,60477.3
2024-10-15 17:45:00,Residual load,38084.8
2024-10-15 18:00:00,Residual load,36505.8
2024-10-15 17:45:00,Renewable share of generation,57.4
2024-10-15 18:00:00,Renewable share of generation,58.2
2024-10-15 17:45:00,Renewable share of load,51.9
2024-10-15 18:00:00,Renewable share of load,53.7
2024-10-15 18:00:00,Hydro pumped storage consumption,-39.4
2024-10-15 18:15:00,Hydro pumped storage consumption,-13.2
2024-10-15 18:00:00,Cross border electricity trading,1551.4
2024-10-15 18:15:00,Cross border electricity trading,1646.7
2024-10-15 18:00:00,Hydro Run-of-River,2586.4
2024-10-15 18:15:00,Hydro Run-of-River,2585.2
2024-10-15 18:00:00,Biomass,5045.9
2024-10-15 18:15:00,Biomass,5032.9
2024-10-15 18:00:00,Fossil brown coal / lignite,11214.3
2024-10-15 18:15:00,Fossil brown coal / lignite,11054.7
2024-10-15 18:00:00,Fossil hard coal,3137.6
2024-10-15 18:15:00,Fossil hard coal,2881.6
2024-10-15 18:00:00,Fossil oil,237.3
2024-10-15 18:15:00,Fossil oil,237.3
2024-10-15 18:00:00,Fossil gas,5935.0
2024-10-15 18:15:00,Fossil gas,5787.3
2024-10-15 18:00:00,Geothermal,15.4
2024-10-15 18:15:00,Geothermal,15.4
2024-10-15 18:00:00,Hydro water reservoir,311.8
2024-10-15 18:15:00,Hydro water reservoir,192.2
2024-10-15 18:00:00,Hydro pumped storage,1958.4
2024-10-15 18:15:00,Hydro pumped storage,1490.3
2024-10-15 18:00:00,Others,187.0
2024-10-15 18:15:00,Others,186.9
2024-10-15 18:00:00,Waste,1170.0
2024-10-15 18:15:00,Waste,1191.5
2024-10-15 18:00:00,Wind offshore,5168.2
2024-10-15 18:15:00,Wind offshore,5168.6
2024-10-15 18:00:00,Wind onshore,18803.2
2024-10-15 18:15:00,Wind onshore,19511.9
2024-10-15 18:00:00,Solar,0.0
2024-10-15 18:15:00,Solar,0.0
2024-10-15 18:00:00,Load,60477.3
2024-10-15 18:15:00,Load,59679.4
2024-10-15 18:00:00,Residual load,36505.8
2024-10-15 18:15:00,Residual load,34999.0
2024-10-15 18:00:00,Renewable share of generation,58.2
2024-10-15 18:15:00,Renewable share of generation,59.8
2024-10-15 18:00:00,Renewable share of load,53.7
2024-10-15 18:15:00,Renewable share of load,55.4
2024-10-15 18:15:00,Hydro pumped storage consumption,-13.2
2024-10-15 18:30:00,Hydro pumped storage consumption,-18.3
2024-10-15 18:15:00,Cross border electricity trading,1646.7
2024-10-15 18:30:00,Cross border electricity trading,2646.5
2024-10-15 18:15:00,Hydro Run-of-River,2585.2
2024-10-15 18:30:00,Hydro Run-of-River,2587.2
2024-10-15 18:15:00,Biomass,5032.9
2024-10-15 18:30:00,Biomass,5034.0
2024-10-15 18:15:00,Fossil brown coal / lignite,11054.7
2024-10-15 18:30:00,Fossil brown coal / lignite,10775.0
2024-10-15 18:15:00,Fossil hard coal,2881.6
2024-10-15 18:30:00,Fossil hard coal,2644.4
2024-10-15 18:15:00,Fossil oil,237.3
2024-10-15 18:30:00,Fossil oil,237.3
2024-10-15 18:15:00,Fossil gas,5787.3
2024-10-15 18:30:00,Fossil gas,5668.2
2024-10-15 18:15:00,Geothermal,15.4
2024-10-15 18:30:00,Geothermal,15.4
2024-10-15 18:15:00,Hydro water reservoir,192.2
2024-10-15 18:30:00,Hydro water reservoir,237.6
2024-10-15 18:15:00,Hydro pumped storage,1490.3
2024-10-15 18:30:00,Hydro pumped storage,732.8
2024-10-15 18:15:00,Others,186.9
2024-10-15 18:30:00,Others,186.9
2024-10-15 18:15:00,Waste,1191.5
2024-10-15 18:30:00,Waste,1205.5
2024-10-15 18:15:00,Wind offshore,5168.6
2024-10-15 18:30:00,Wind offshore,5171.4
2024-10-15 18:15:00,Wind onshore,19511.9
2024-10-15 18:30:00,Wind onshore,20012.0
2024-10-15 18:15:00,Solar,0.0
2024-10-15 18:30:00,Solar,0.0
2024-10-15 18:15:00,Load,59679.4
2024-10-15 18:30:00,Load,58994.5
2024-10-15 18:15:00,Residual load,34999.0
2024-10-15 18:30:00,Residual load,33811.1
2024-10-15 18:15:00,Renewable share of generation,59.8
2024-10-15 18:30:00,Renewable share of generation,61.7
2024-10-15 18:15:00,Renewable share of load,55.4
2024-10-15 18:30:00,Renewable share of load,57.0
2024-10-15 18:30:00,Hydro pumped storage consumption,-18.3
2024-10-15 18:45:00,Hydro pumped storage consumption,-19.6
2024-10-15 18:30:00,Cross border electricity trading,2646.5
2024-10-15 18:45:00,Cross border electricity trading,2669.9
2024-10-15 18:30:00,Hydro Run-of-River,2587.2
2024-10-15 18:45:00,Hydro Run-of-River,2589.1
2024-10-15 18:30:00,Biomass,5034.0
2024-10-15 18:45:00,Biomass,4990.9
2024-10-15 18:30:00,Fossil brown coal / lignite,10775.0
2024-10-15 18:45:00,Fossil brown coal / lignite,10275.5
2024-10-15 18:30:00,Fossil hard coal,2644.4
2024-10-15 18:45:00,Fossil hard coal,2575.9
2024-10-15 18:30:00,Fossil oil,237.3
2024-10-15 18:45:00,Fossil oil,237.3
2024-10-15 18:30:00,Fossil gas,5668.2
2024-10-15 18:45:00,Fossil gas,5586.0
2024-10-15 18:30:00,Geothermal,15.4
2024-10-15 18:45:00,Geothermal,15.4
2024-10-15 18:30:00,Hydro water reservoir,237.6
2024-10-15 18:45:00,Hydro water reservoir,120.8
2024-10-15 18:30:00,Hydro pumped storage,732.8
2024-10-15 18:45:00,Hydro pumped storage,428.9
2024-10-15 18:30:00,Others,186.9
2024-10-15 18:45:00,Others,187.0
2024-10-15 18:30:00,Waste,1205.5
2024-10-15 18:45:00,Waste,1209.9
2024-10-15 18:30:00,Wind offshore,5171.4
2024-10-15 18:45:00,Wind offshore,5243.9
2024-10-15 18:30:00,Wind onshore,20012.0
2024-10-15 18:45:00,Wind onshore,20457.3
2024-10-15 18:30:00,Solar,0.0
2024-10-15 18:45:00,Solar,0.0
2024-10-15 18:30:00,Load,58994.5
2024-10-15 18:45:00,Load,58227.4
2024-10-15 18:30:00,Residual load,33811.1
2024-10-15 18:45:00,Residual load,32526.2
2024-10-15 18:30:00,Renewable share of generation,61.7
2024-10-15 18:45:00,Renewable share of generation,63.0
2024-10-15 18:30:00,Renewable share of load,57.0
2024-10-15 18:45:00,Renewable share of load,58.4
2024-10-15 18:45:00,Hydro pumped storage consumption,-19.6
2024-10-15 19:00:00,Hydro pumped storage consumption,-62.4
2024-10-15 18:45:00,Cross border electricity trading,2669.9
2024-10-15 19:00:00,Cross border electricity trading,1597.4
2024-10-15 18:45:00,Hydro Run-of-River,2589.1
2024-10-15 19:00:00,Hydro Run-of-River,2591.2
2024-10-15 18:45:00,Biomass,4990.9
2024-10-15 19:00:00,Biomass,4984.8
2024-10-15 18:45:00,Fossil brown coal / lignite,10275.5
2024-10-15 19:00:00,Fossil brown coal / lignite,9915.9
2024-10-15 18:45:00,Fossil hard coal,2575.9
2024-10-15 19:00:00,Fossil hard coal,2193.0
2024-10-15 18:45:00,Fossil oil,237.3
2024-10-15 19:00:00,Fossil oil,237.3
2024-10-15 18:45:00,Fossil gas,5586.0
2024-10-15 19:00:00,Fossil gas,5367.7
2024-10-15 18:45:00,Geothermal,15.4
2024-10-15 19:00:00,Geothermal,15.4
2024-10-15 18:45:00,Hydro water reservoir,120.8
2024-10-15 19:00:00,Hydro water reservoir,121.8
2024-10-15 18:45:00,Hydro pumped storage,428.9
2024-10-15 19:00:00,Hydro pumped storage,298.9
2024-10-15 18:45:00,Others,187.0
2024-10-15 19:00:00,Others,186.9
2024-10-15 18:45:00,Waste,1209.9
2024-10-15 19:00:00,Waste,1189.5
2024-10-15 18:45:00,Wind offshore,5243.9
2024-10-15 19:00:00,Wind offshore,5458.4
2024-10-15 18:45:00,Wind onshore,20457.3
2024-10-15 19:00:00,Wind onshore,21142.9
2024-10-15 18:45:00,Solar,0.0
2024-10-15 19:00:00,Solar,0.0
2024-10-15 18:45:00,Load,58227.4
2024-10-15 19:00:00,Load,56706.9
2024-10-15 18:45:00,Residual load,32526.2
2024-10-15 19:00:00,Residual load,30105.6
2024-10-15 18:45:00,Renewable share of generation,63.0
2024-10-15 19:00:00,Renewable share of generation,64.9
2024-10-15 18:45:00,Renewable share of load,58.4
2024-10-15 19:00:00,Renewable share of load,61.5
2024-10-15 19:00:00,Hydro pumped storage consumption,-62.4
2024-10-15 19:15:00,Hydro pumped storage consumption,-307.7
2024-10-15 19:00:00,Cross border electricity trading,1597.4
2024-10-15 19:15:00,Cross border electricity trading,1597.4
2024-10-15 19:00:00,Hydro Run-of-River,2591.2
2024-10-15 19:15:00,Hydro Run-of-River,2595.0
2024-10-15 19:00:00,Biomass,4984.8
2024-10-15 19:15:00,Biomass,4972.8
2024-10-15 19:00:00,Fossil brown coal / lignite,9915.9
2024-10-15 19:15:00,Fossil brown coal / lignite,9850.2
2024-10-15 19:00:00,Fossil hard coal,2193.0
